商品名,加盟店名,ERAWAN,受注月,開始年月,終了年月,ステータス,単価（円/税抜）,備考,_BATCH_ROW_NUM_,_BATCH_FILE_NAME_,_BATCH_FILE_ID_,_BATCH_ID_,_BATCH_LAST_RUN_
WEB保守サービス,熊本北店,3267,"2025""年""02""月""","2025""年""02""月""",,稼働中,5000,,117,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
WEB保守サービス,大阪狭山店,3267,"2025""年""03""月""","2025""年""03""月""",,稼働中,5000,,118,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
WEB保守サービス,大分大道店,3267,"2025""年""06""月""","2025""年""07""月""",,稼働中,5000,,119,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
WEB保守サービス,岡崎南店,3267,"2025""年""07""月""","2025""年""07""月""",,稼働中,5000,,120,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
WEB保守サービス,大東店,3267,"2025""年""07""月""","2025""年""08""月""",,稼働中,5000,,121,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
WEB保守サービス,生駒店,3267,"2025""年""07""月""","2025""年""08""月""",,稼働中,5000,,122,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
WEB保守サービス,稲敷店,3267,"2025""年""10""月""","2025""年""11""月""",,稼働中,5000,,123,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
WEB保守サービス,草加八潮店,3267,"2025""年""10""月""","2025""年""11""月""",,稼働中,10000,プレミアム版,124,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
WEB保守サービス,名東店,3267,"2025""年""11""月""","2025""年""11""月""",,稼働中,5000,,125,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
WEB保守サービス,堺南店,3267,"2025""年""11""月""","2025""年""11""月""",,稼働中,5000,,126,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
WEB保守サービス,旭川店,3267,"2025""年""12""月""","2025""年""12""月""",,稼働中,10000,プレミアム版,127,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
WEB保守サービス,大村店,3267,"2025""年""12""月""","2025""年""12""月""",,稼働中,5000,,128,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
WEB保守サービス,大牟田店,3267,"2025""年""12""月""","2025""年""12""月""",,稼働中,5000,,129,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
WEB保守サービス,千葉都町店,3267,"2026""年""01""月""","2026""年""01""月""",,稼働中,5000,,130,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
WEB保守サービス,入間店,3267,"2026""年""01""月""","2026""年""01""月""",,稼働中,5000,,131,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
WEB保守サービス,福井南店,3267,"2026""年""01""月""","2026""年""02""月""",,稼働中,5000,,132,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
WEB保守サービス,宇都宮店,3267,"2026""年""01""月""","2026""年""01""月""",,稼働中,10000,プレミアム版,133,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
WEB保守サービス,いわき店,3267,"2026""年""03""月""","2026""年""04""月""",,稼働中,10000,プレミアム版,134,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
WEB保守サービス,水戸中央店,3267,"2026""年""03""月""","2026""年""04""月""",,稼働中,10000,プレミアム版,135,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
WEB保守サービス,東千葉店,3267,"2026""年""03""月""","2026""年""04""月""",,稼働中,10000,プレミアム版,136,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
WEB保守サービス,西東京田無店,3267,"2026""年""04""月""","2026""年""04""月""",,稼働中,10000,プレミアム版,137,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
,,,,,,稼働中,,,138,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
,,,,,,稼働中,,,139,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
,,,,,,稼働中,,,140,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
,,,,,,稼働中,,,141,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
,,,,,,稼働中,,,142,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
,,,,,,稼働中,,,143,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
,,,,,,稼働中,,,144,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
,,,,,,稼働中,,,145,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
,,,,,,稼働中,,,146,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
,,,,,,稼働中,,,147,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
,,,,,,稼働中,,,148,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
,,,,,,稼働中,,,149,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
,,,,,,稼働中,,,150,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
,,,,,,稼働中,,,151,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
,,,,,,稼働中,,,152,月額費用.xlsx,01JMGB6ZPMKOXQLO2UCFCKCWPWH7YJ2KS5,242.0,2026-04-30 17:22:19
